Date,NASDAQ Close
28-Jul-04,1858.26
29-Jul-04,1881.06
30-Jul-04,1887.36
2-Aug-04,1892.09
3-Aug-04,1859.42
4-Aug-04,1855.06
5-Aug-04,1821.63
6-Aug-04,1776.89
9-Aug-04,1774.64
10-Aug-04,1808.7
11-Aug-04,1782.42
12-Aug-04,1752.49
13-Aug-04,1757.22
16-Aug-04,1782.84
17-Aug-04,1795.25
18-Aug-04,1831.37
19-Aug-04,1819.89
20-Aug-04,1838.02
23-Aug-04,1838.7
24-Aug-04,1836.89
25-Aug-04,1860.72
26-Aug-04,1852.92
27-Aug-04,1862.09
30-Aug-04,1836.49
31-Aug-04,1838.1
1-Sep-04,1850.41
2-Sep-04,1873.43
3-Sep-04,1844.48
7-Sep-04,1858.56
8-Sep-04,1850.64
9-Sep-04,1869.65
10-Sep-04,1894.31
13-Sep-04,1910.38
14-Sep-04,1915.4
15-Sep-04,1896.52
16-Sep-04,1904.08
17-Sep-04,1910.09
20-Sep-04,1908.07
21-Sep-04,1921.18
22-Sep-04,1885.71
23-Sep-04,1886.43
24-Sep-04,1879.48
27-Sep-04,1859.88
28-Sep-04,1869.87
29-Sep-04,1893.94
30-Sep-04,1896.84
1-Oct-04,1942.2
4-Oct-04,1952.4
5-Oct-04,1955.5
6-Oct-04,1971.03
7-Oct-04,1948.52
8-Oct-04,1919.97
11-Oct-04,1928.76
12-Oct-04,1925.17
13-Oct-04,1920.53
14-Oct-04,1903.02
15-Oct-04,1911.5
18-Oct-04,1936.52
19-Oct-04,1922.9
20-Oct-04,1932.97
21-Oct-04,1953.62
22-Oct-04,1915.14
25-Oct-04,1914.04
26-Oct-04,1928.79
27-Oct-04,1969.99
28-Oct-04,1975.74
29-Oct-04,1974.99
1-Nov-04,1979.87
2-Nov-04,1984.79
3-Nov-04,2004.33
4-Nov-04,2023.63
5-Nov-04,2038.94
8-Nov-04,2039.25
9-Nov-04,2043.33
10-Nov-04,2034.56
11-Nov-04,2061.27
12-Nov-04,2085.34
15-Nov-04,2094.09
16-Nov-04,2078.62
17-Nov-04,2099.68
18-Nov-04,2104.28
19-Nov-04,2070.63
22-Nov-04,2085.19
23-Nov-04,2084.28
24-Nov-04,2102.54
26-Nov-04,2101.97
29-Nov-04,2106.87
30-Nov-04,2096.81
1-Dec-04,2138.23
2-Dec-04,2143.57
3-Dec-04,2147.96
6-Dec-04,2151.25
7-Dec-04,2114.66
8-Dec-04,2126.11
9-Dec-04,2129.01
10-Dec-04,2128.07
13-Dec-04,2148.5
14-Dec-04,2159.84
15-Dec-04,2162.55
16-Dec-04,2146.15
17-Dec-04,2135.2
20-Dec-04,2127.85
21-Dec-04,2150.91
22-Dec-04,2157.03
23-Dec-04,2160.62
27-Dec-04,2154.22
28-Dec-04,2177.19
29-Dec-04,2177
30-Dec-04,2178.34
31-Dec-04,2175.44
3-Jan-05,2152.15
4-Jan-05,2107.86
5-Jan-05,2091.24
6-Jan-05,2090
7-Jan-05,2088.61
10-Jan-05,2097.04
11-Jan-05,2079.62
12-Jan-05,2092.53
13-Jan-05,2070.56
14-Jan-05,2087.91
18-Jan-05,2106.04
19-Jan-05,2073.59
20-Jan-05,2045.88
21-Jan-05,2034.27
24-Jan-05,2008.7
25-Jan-05,2019.95
26-Jan-05,2046.09
27-Jan-05,2047.15
28-Jan-05,2035.83
31-Jan-05,2062.41
1-Feb-05,2068.7
2-Feb-05,2075.06
3-Feb-05,2057.64
4-Feb-05,2086.66
7-Feb-05,2082.03
8-Feb-05,2086.68
9-Feb-05,2052.55
10-Feb-05,2053.1
11-Feb-05,2076.66
14-Feb-05,2082.91
15-Feb-05,2089.21
16-Feb-05,2087.43
17-Feb-05,2061.34
18-Feb-05,2058.62
22-Feb-05,2030.32
23-Feb-05,2031.25
24-Feb-05,2051.7
25-Feb-05,2065.4
28-Feb-05,2051.72
1-Mar-05,2071.25
2-Mar-05,2067.5
3-Mar-05,2058.4
4-Mar-05,2070.61
7-Mar-05,2090.21
8-Mar-05,2073.55
9-Mar-05,2061.29
10-Mar-05,2059.72
11-Mar-05,2041.6
14-Mar-05,2051.04
15-Mar-05,2034.98
16-Mar-05,2015.75
17-Mar-05,2016.42
18-Mar-05,2007.79
21-Mar-05,2007.51
22-Mar-05,1989.34
23-Mar-05,1990.22
24-Mar-05,1991.06
28-Mar-05,1992.52
29-Mar-05,1973.88
30-Mar-05,2005.67
31-Mar-05,1999.23
1-Apr-05,1984.81
4-Apr-05,1991.07
5-Apr-05,1999.32
6-Apr-05,1999.14
7-Apr-05,2018.79
8-Apr-05,1999.35
11-Apr-05,1992.12
12-Apr-05,2005.4
13-Apr-05,1974.37
14-Apr-05,1946.71
15-Apr-05,1908.15
18-Apr-05,1912.92
19-Apr-05,1932.36
20-Apr-05,1913.76
21-Apr-05,1962.41
22-Apr-05,1932.19
25-Apr-05,1950.78
26-Apr-05,1927.44
27-Apr-05,1930.43
28-Apr-05,1904.18
29-Apr-05,1921.65
2-May-05,1928.65
3-May-05,1933.07
4-May-05,1962.23
5-May-05,1961.8
6-May-05,1967.35
9-May-05,1979.67
10-May-05,1962.77
11-May-05,1971.55
12-May-05,1963.88
13-May-05,1976.78
16-May-05,1994.43
17-May-05,2004.15
18-May-05,2030.65
19-May-05,2042.58
20-May-05,2046.42
23-May-05,2056.65
24-May-05,2061.62
25-May-05,2050.12
26-May-05,2071.24
27-May-05,2075.73
31-May-05,2068.22
1-Jun-05,2087.86
2-Jun-05,2097.8
3-Jun-05,2071.43
6-Jun-05,2075.76
7-Jun-05,2067.16
8-Jun-05,2060.18
9-Jun-05,2076.91
10-Jun-05,2063
13-Jun-05,2068.96
14-Jun-05,2069.04
15-Jun-05,2074.92
16-Jun-05,2089.15
17-Jun-05,2090.11
20-Jun-05,2088.13
21-Jun-05,2091.07
22-Jun-05,2092.03
23-Jun-05,2070.66
24-Jun-05,2053.27
27-Jun-05,2045.2
28-Jun-05,2069.89
29-Jun-05,2068.89
30-Jun-05,2056.96
1-Jul-05,2057.37
5-Jul-05,2078.75
6-Jul-05,2068.65
7-Jul-05,2075.66
8-Jul-05,2112.88
11-Jul-05,2135.43
12-Jul-05,2143.15
13-Jul-05,2144.11
14-Jul-05,2152.82
15-Jul-05,2156.78
18-Jul-05,2144.87
19-Jul-05,2173.18
20-Jul-05,2188.57
21-Jul-05,2178.6
22-Jul-05,2179.74
25-Jul-05,2166.74
26-Jul-05,2175.99
27-Jul-05,2186.22
28-Jul-05,2198.44
29-Jul-05,2184.83
1-Aug-05,2195.38
2-Aug-05,2218.15
3-Aug-05,2216.81
4-Aug-05,2191.32
5-Aug-05,2177.91
8-Aug-05,2164.39
9-Aug-05,2174.19
10-Aug-05,2157.81
11-Aug-05,2174.55
12-Aug-05,2156.9
15-Aug-05,2167.04
16-Aug-05,2137.06
17-Aug-05,2145.15
18-Aug-05,2136.08
19-Aug-05,2135.56
22-Aug-05,2141.41
23-Aug-05,2137.25
24-Aug-05,2128.91
25-Aug-05,2134.37
26-Aug-05,2120.77
29-Aug-05,2137.65
30-Aug-05,2129.76
31-Aug-05,2152.09
1-Sep-05,2147.9
2-Sep-05,2141.07
6-Sep-05,2166.86
7-Sep-05,2172.03
8-Sep-05,2166.03
9-Sep-05,2175.51
12-Sep-05,2182.83
13-Sep-05,2171.75
14-Sep-05,2149.33
15-Sep-05,2146.15
16-Sep-05,2160.35
19-Sep-05,2145.26
20-Sep-05,2131.33
21-Sep-05,2106.64
22-Sep-05,2110.78
23-Sep-05,2116.84
26-Sep-05,2121.46
27-Sep-05,2116.42
28-Sep-05,2115.4
29-Sep-05,2141.22
30-Sep-05,2151.69
3-Oct-05,2155.43
4-Oct-05,2139.36
5-Oct-05,2103.02
6-Oct-05,2084.08
7-Oct-05,2090.35
10-Oct-05,2078.92
11-Oct-05,2061.09
12-Oct-05,2037.47
13-Oct-05,2047.22
14-Oct-05,2064.83
17-Oct-05,2070.3
18-Oct-05,2056
19-Oct-05,2091.24
20-Oct-05,2068.11
21-Oct-05,2082.21
24-Oct-05,2115.83
25-Oct-05,2109.45
26-Oct-05,2100.05
27-Oct-05,2063.81
28-Oct-05,2089.88
31-Oct-05,2120.3
1-Nov-05,2114.05
2-Nov-05,2144.31
3-Nov-05,2160.22
4-Nov-05,2169.43
7-Nov-05,2178.24
8-Nov-05,2172.07
9-Nov-05,2175.81
10-Nov-05,2196.68
11-Nov-05,2202.47
14-Nov-05,2200.95
15-Nov-05,2186.74
16-Nov-05,2187.93
17-Nov-05,2220.46
18-Nov-05,2227.07
21-Nov-05,2241.67
22-Nov-05,2253.56
23-Nov-05,2259.98
25-Nov-05,2263.01
28-Nov-05,2239.37
29-Nov-05,2232.71
30-Nov-05,2232.82
1-Dec-05,2267.17
2-Dec-05,2273.37
5-Dec-05,2257.64
6-Dec-05,2260.76
7-Dec-05,2252.01
8-Dec-05,2246.46
9-Dec-05,2256.73
12-Dec-05,2260.95
13-Dec-05,2265
14-Dec-05,2262.59
15-Dec-05,2260.63
16-Dec-05,2252.48
19-Dec-05,2222.74
20-Dec-05,2222.42
21-Dec-05,2231.66
22-Dec-05,2246.49
23-Dec-05,2249.42
27-Dec-05,2226.89
28-Dec-05,2228.94
29-Dec-05,2218.16
30-Dec-05,2205.32
3-Jan-06,2243.74
4-Jan-06,2263.46
5-Jan-06,2276.87
6-Jan-06,2305.62
9-Jan-06,2318.69
10-Jan-06,2320.32
11-Jan-06,2331.36
12-Jan-06,2316.69
13-Jan-06,2317.04
17-Jan-06,2302.69
18-Jan-06,2279.64
19-Jan-06,2301.81
20-Jan-06,2247.7
23-Jan-06,2248.47
24-Jan-06,2265.25
25-Jan-06,2260.65
26-Jan-06,2283
27-Jan-06,2304.23
30-Jan-06,2306.78
31-Jan-06,2305.82
1-Feb-06,2310.56
2-Feb-06,2281.57
3-Feb-06,2262.58
6-Feb-06,2258.8
7-Feb-06,2244.96
8-Feb-06,2266.98
9-Feb-06,2255.87
10-Feb-06,2261.88
13-Feb-06,2239.81
14-Feb-06,2262.17
15-Feb-06,2276.43
16-Feb-06,2294.63
17-Feb-06,2282.36
21-Feb-06,2262.96
22-Feb-06,2283.17
23-Feb-06,2279.32
24-Feb-06,2287.04
27-Feb-06,2307.18
28-Feb-06,2281.39
1-Mar-06,2314.64
2-Mar-06,2311.11
3-Mar-06,2302.6
6-Mar-06,2286.03
7-Mar-06,2268.38
8-Mar-06,2267.46
9-Mar-06,2249.72
10-Mar-06,2262.04
